OBJECTID,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,COLOUR_1,COLOUR_2,CONSIS_DRY,CONSIS_MST,CONSIS_PLS,CONSIS_WET,MOTTLE_FRQ,MOTTLE_SZE,ROOT_FREQ,ROOT_LOCTN,ROOT_ORIEN,ROOT_THICK,S_PRM_GRAD,S_PRM_KIND,S_PRM_MOD,S_PRM_SIZE,S_SEC_GRAD,S_SEC_KIND,S_SEC_MOD,S_SEC_SIZE,SALINITY,EFFERVESC
7989,3695,2,0,3,100yr4510," "," "," "," "," "," "," ",Common," ",Random,Fine,Moderate,Granular," ",Medium," "," "," "," "," "," "
7990,3695,3,3,16,100yr2010,100yr5510,Extreme,"Very firm","Very plastic"," "," "," ",Few,Exped,Vertical,Fine,Strong,Columnar," ","Medium to coarse"," "," "," "," "," "," "
7991,3695,4,16,32,100yr2520," ",Extreme,"Very firm","Very plastic"," "," "," ",Common," ",Random,"Very fine",None,Massive," "," "," "," "," "," ",Weakly,"Very weak"
7992,3695,5,32,62,100yr3525," "," ","Very firm","Very plastic"," "," "," ",Few," "," ","Very fine",None,Massive," "," "," "," "," "," ","Moderately saline",Moderate
7993,3695,6,62,95,"050y 4010"," "," ",Firm,"Very plastic"," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," ",Weakly,"Very weak"
7994,3699,1,0,20,100yr3010," ",Loose,Loose,Nonplastic," "," "," ",Few," ",Random,"Very fine",Weak,Granular," ",Fine," "," "," "," "," "," "
7995,3699,2,20,40,100yr6040," "," ",Loose,Nonplastic," ",Common,Coarse,Few," ",Vertical,"Very fine",None,"Single grained"," "," "," "," "," "," "," "," "
7996,3699,3,40,60,100yr6050," "," ",Loose,Nonplastic," ",Common,Coarse,Few," ",Vertical,"Very fine",None,"Single grained"," "," "," "," "," "," "," "," "
7997,3699,4,60,80,100yr6040," "," ",Loose,Nonplastic," ",Many,Coarse,Few," ",Vertical,"Very fine",None,"Single grained"," "," "," "," "," "," "," "," "
7998,3699,5,80,100,"025y 5030"," "," ",Loose,Nonplastic," ",Many,Coarse," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
7999,3699,6,100,120,"025y 5040"," "," ",Loose,Nonplastic," ",Many,Coarse," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
8000,3699,7,120,130,100yr6010," "," ",Friable,Nonplastic," ",Many,Coarse," "," "," "," ","Weak to moderate",Platy," ",Fine," "," "," "," "," ",Moderate
8001,3699,8,130,150,"025y 6000"," "," ",Loose,Nonplastic," ",Many,Coarse," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Weak
8002,3700,1,12,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
8003,3700,2,0,4,100yr2010," "," ","Very friable",Nonplastic," "," "," "," "," "," "," ","Very weak",Granular," ",Fine," "," "," "," "," ","Very weak"
8004,3700,3,4,28,"050y 4020"," "," ","Very friable",Nonplastic," ",Common,Medium," "," "," "," ",Moderate,Platy," ",Fine," "," "," "," "," ",Strong
8005,3700,4,28,45,050yr3540," "," ",Loose,Nonplastic," ",Many," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
8006,3700,5,45,70,100yr6530,075yr58," ",Loose,Nonplastic," "," ",Medium," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
8007,3701,1,15,10,050yr2520,075yr3020," ",Loose," "," "," "," ",Common," ",Random,"Very fine"," "," "," "," "," "," "," "," "," "," "
8008,3701,2,10,0,050yr2520,075yr3020," ",Loose," "," ",Many,Medium,Common," ",Random,"Very fine"," "," "," "," "," "," "," "," "," "," "
8009,3701,3,0,10,100yr3015,100yr3030," ",Loose,Nonplastic," ",Many,Medium,Few," ",Vertical,"Very fine","Very weak",Granular," ",Fine," "," "," "," "," "," "
8010,3701,4,10,23,100yr3540,100yr4035," ",Loose,Nonplastic," ",Many,Coarse," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
8011,3701,5,23,50,100yr6030,100yr6040," ",Loose,Nonplastic," ",Many,Coarse," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
8012,3701,6,50,90,100yr6030,100yr6040," ",Loose,Nonplastic," ",Many,Coarse," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
8013,3701,7,90,105,100yr6030,100yr7030," ",Loose,Nonplastic," ",Common,Coarse," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Weak
8014,3701,8,105,112,100yr3020,100yr5030," ","Very friable",Nonplastic," "," "," "," "," "," "," ","Very weak",Granular," ",Fine," "," "," "," "," ",Moderate
8015,3701,9,112,130,100yr7020,100yr7030," ","Very friable",Nonplastic," ",Common,Medium," "," "," "," ","Very weak",Granular," ",Fine," "," "," "," "," ",Strong
8016,3703,1,0,20,100yr2510,100yr3510," ","Very friable",Nonplastic," "," "," ",Common," ",Random,Fine,None," "," "," "," "," "," "," "," ",Strong
8017,3703,2,20,40,100yr2010,100yr4010," ","Very friable",Nonplastic," "," "," ",Common," ",Random,Fine,Moderate,Platy," ",Fine," "," "," "," "," ",Strong
8018,3703,3,40,58,100yr4510,"025y 5000"," ","Very friable",Nonplastic," "," "," ",Few," ",Vertical,Fine,Moderate,Platy," ",Fine," "," "," "," "," ",Strong
8019,3703,4,58,90,"025y 5020",100yr8010," ","Very friable",Nonplastic," ",Few,Fine,"Very few"," ",Vertical,"Very fine","Weak to moderate",Granular," ",Fine," "," "," "," "," ",Strong
8020,3703,5,90,125,100yr7030,100yr8020," ",Loose,Nonplastic," ",Many,Coarse," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Moderate
8021,3703,6,125,140,075yr4560,075yr4570," ",Loose,Nonplastic," ",Common,Medium," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Moderate
8022,3704,1,18,0,050yr2510,050yr2515," "," "," "," "," "," "," "," "," "," ",None," "," "," "," "," "," "," "," "," "
8023,3704,2,0,10,100yr2010,100yr4010," ","Very friable",Nonplastic," "," "," "," "," "," "," ","Weak to moderate",Platy," ",Fine," "," "," "," "," "," "
8024,3704,3,10,15,"025y 3020",075yr4020," ","Very friable",Nonplastic," "," "," "," "," "," "," ","Very weak",Granular," ",Fine," "," "," "," "," ",Moderate
8025,3704,4,15,48,"025y 6020",025yr7020," ",Loose,Nonplastic," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Moderate
8026,3704,5,48,75,"050y 5515",025yr7020," ",Loose,Nonplastic," ",Few,Fine," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Moderate
8027,3704,6,75,105,050gy5010,"050y 6510"," ",Loose,Nonplastic," ",Few,Fine," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ","Very weak"
8028,3705,1,0,14,100yr2010,100yr2510,Soft,Friable,Slightly," "," "," ",Common," ",Random,"Very fine","Weak to moderate",Granular," ",Medium," "," "," "," "," ",Weak
8029,3705,2,14,26,100yr2010," "," ",Friable,Slightly," "," "," ",Common," ",Vertical,"Very fine","Weak to moderate",Granular," ",Medium," "," "," "," "," ",Weak
8030,3705,3,26,34,100yr3525," "," ",Friable,Nonplastic," ",Few,Fine,Few," ",Vertical,"Very fine",Weak,Granular," ","Fine to medium"," "," "," "," "," ",Moderate
8031,3705,4,34,70,100yr5025," "," ",Friable,Nonplastic," ",Common,Fine,"Very few"," ",Vertical,"Very fine","Very weak",Granular," ",Fine," "," "," "," "," ",Strong
8032,3705,5,70,90,100yr5045," "," ",Friable,Plastic," ",Common,Medium," "," "," "," ",None," "," "," "," "," "," "," "," ",Strong
8033,3705,6,90,105,"025y 5550"," "," ",Friable,Plastic," ",Common,Medium," "," "," "," ",None," "," "," "," "," "," "," "," ",Strong
8034,3706,1,0,15,100yr3020,100yr2020," "," "," ",Slightly," "," ",Many," ",Vertical,Medium,Weak,Granular," ","Fine to medium"," "," "," "," "," "," "
8035,3706,2,15,40,100yr2020," "," "," "," ",Nonsticky," "," ",Many," ",Vertical,Medium," "," "," "," "," "," "," "," ",Weakly," "
8036,3706,3,40,43,100yr2010," "," "," "," ",Nonsticky," "," ",Many," ",Vertical,Medium," "," "," "," "," "," "," "," ",Weakly," "
8037,3706,4,43,50,"050y 4010"," "," "," ","Very plastic",Sticky,Common,Medium,Few," ",Vertical,Fine," ",Massive,Stratified," "," "," "," "," ",Weakly,Weak
8038,3706,5,50,70,"050y 3510","025y 3020"," "," ","Very plastic",Sticky,Many,Medium,Few," ",Vertical,Fine," ",Massive,Stratified," "," "," "," "," ",Weakly,Weak
8039,3706,6,70,100,"050y 3010","050y 4010"," "," ","Very plastic",Sticky,Many,Medium,Few," ",Vertical,Fine," ",Massive,Stratified," "," "," "," "," ",Weakly,Weak
8040,3706,7,100,115,"050y 4010","050y 3010"," "," ",Nonplastic,Nonsticky,Few,Medium,Few," ",Vertical,Fine," ",Massive,Stratified," "," "," "," "," "," ",Weak
8041,3708,1,0,15,100yr2010," ","Slightly hard",Friable,Plastic,Slightly," "," ",Common,Inped,Random,Fine,Moderate,Granular," ",Medium," "," "," "," "," "," "
8042,3708,2,15,30,100yr3030," ",Hard,Firm,Plastic,Slightly," "," ",Common,Exped,Vertical,Fine,"Weak to moderate",Columnar," ","Medium to coarse"," "," "," "," "," ",Weak
8043,3708,3,30,36,100yr4030," ",Hard,Firm,Plastic,Slightly," "," ",Common,Exped,Vertical,Medium,"Weak to moderate",Columnar," ","Medium to coarse"," "," "," "," "," ",Moderate
8044,3708,4,36,46,100yr5530," ",Hard,Friable,Plastic,Slightly,Few," ",Common,Inped,Random,Fine,Weak,"Angular blocky"," ",Medium," "," "," "," "," ",Strong
8045,3708,5,46,68,100yr5040," ",Hard,Friable,Plastic,Sticky,Few," ",Few,Inped,Random,"Very fine","Weak to moderate","Angular blocky",Pseudo,Medium," "," "," "," "," ",Moderate
8046,3708,6,68,100,100yr5040," ",Hard,Friable,Plastic,Sticky,Few," ",Few,Inped,Random,"Very fine","Weak to moderate","Angular blocky",Pseudo,Medium," "," "," "," "," ",Moderate
8047,3709,1,0,16,100yr2510,100yr3010,Loose,"Very friable",Nonplastic,Nonsticky," "," ",Common,Inped,Random,"Very fine","Very weak",Granular," ",Fine," "," "," "," "," "," "
8048,3709,2,16,25,100yr2510,100yr3510,Loose,"Very friable",Nonplastic,Nonsticky," "," ",Few,Inped,Random,"Very fine","Very weak",Granular," ",Fine," "," "," "," "," "," "
8049,3709,3,25,50,100yr3540,100yr4030,Loose,"Very friable",Nonplastic,Nonsticky," "," ",Few,Inped,Random,"Very fine",Weak,Granular," ",Fine," "," "," "," "," "," "
8050,3709,4,50,60," ",100yr5040,Loose,"Very friable",Nonplastic,Nonsticky," "," ",Few,Inped,Random,Fine,Weak,Granular," ",Fine," "," "," "," "," "," "
8051,3709,5,60,78,075yr5060," ",Loose,"Very friable",Nonplastic,Nonsticky,Many,Medium,Few,Inped,Random,"Very fine",Weak,Granular," ",Fine," "," "," "," "," ","Very weak"
8052,3709,6,78,100,100yr4040," ",Soft,Friable,Slightly,Slightly,Common,Medium,Few," "," ","Very fine",Weak,Granular," ",Fine," "," "," "," "," ",Weak
8053,3710,1,0,17,100yr2010," ","Slightly hard",Friable,Slightly,Sticky," "," ",Few,Inped,Random,"Very fine",Weak,Granular," ","Fine to medium"," "," "," "," "," "," "
8054,3710,2,17,25,100yr2510," ","Slightly hard",Friable,Slightly,Sticky," "," ",Common,Inped,Random,"Very fine",Weak,Granular," ","Fine to medium"," "," "," "," "," "," "
8055,3710,3,25,55,100yr4030," ",Hard,Firm,Plastic,"Very sticky"," "," ",Common,Inped,Random,"Very fine",Moderate,"Sub-angular blocky"," ",Medium," "," "," "," "," "," "
8056,3710,4,55,65,100yr4030," ",Hard,Firm,Plastic,"Very sticky"," "," ",Few,Inped,Random,"Very fine",Moderate,"Sub-angular blocky"," ",Medium," "," "," "," "," ",Weak
8057,3710,5,65,100,100yr5030," ",Hard,Friable,Plastic,Sticky,Few," ",Few,Inped,Random,"Very fine","Weak to moderate","Angular blocky"," ","Fine to medium"," "," "," "," "," ",Moderate
8058,3710,6,100," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Moderate
8059,3711,1,0,20,100yr2010,100yr3510," ",Friable,Slightly," "," "," ",Common,Inped,Random,"Very fine","Weak to moderate",Granular," ",Medium," "," "," "," "," "," "
8060,3711,2,20,37,100yr2010,100yr3510," ",Friable,Slightly," "," "," ",Common,Inped,Random,"Very fine","Weak to moderate",Granular," ",Medium," "," "," "," "," "," "
8061,3711,3,37,47,100yr3010,100yr3020," ",Friable,Slightly," "," "," ",Common,Inped,Random,"Very fine","Weak to moderate",Granular," ",Medium," "," "," "," "," "," "
8062,3711,4,47,72,100yr4050,100yr3050,"Slightly hard"," ",Slightly," "," "," ",Common,Inped,Random,"Very fine",Moderate,"Angular blocky"," ",Fine," "," "," "," "," "," "
8063,3711,5,72,82,100yr4050,100yr5060,"Slightly hard"," ",Slightly," "," "," ",Common,Inped,Random,"Very fine",Moderate,"Angular blocky"," ",Fine," "," "," "," "," ",Moderate
8064,3711,6,82,100,100yr6040,100yr4050,"Slightly hard"," ",Slightly," "," "," ",Common,Inped,Random,"Very fine",Moderate,"Angular blocky"," ",Fine," "," "," "," "," ",Moderate
8065,3712,1,0,18,100yr2010,100yr3510,"Slightly hard",Friable,Slightly," "," "," ",Common,Inped,Random,"Very fine","Weak to moderate",Granular," ",Medium," "," "," "," "," "," "
8066,3712,2,18,26,100yr2010,100yr3510,"Slightly hard",Friable," "," "," "," ",Common,Inped,Random,"Very fine","Weak to moderate",Granular," ",Medium," "," "," "," "," "," "
8067,3712,3,26,45,100yr3030,100yr4030,Hard,Firm,Plastic," "," "," ",Common,Inped,Random,"Very fine",Strong,"Angular blocky"," ","Fine to medium"," "," "," ",Medium," "," "
8068,3712,4,45,60,100yr3030,100yr4530,Hard,Firm,Plastic," "," "," ",Common,Inped,Random,"Very fine",Moderate,"Angular blocky"," ",Coarse," "," "," "," "," ",Weak
8069,3712,5,60,80,100yr5035,100yr6030,Hard,Firm,Plastic," "," "," ",Few,Inped,Random,"Very fine",Moderate,Platy,Pseudo,Coarse," "," "," "," "," ",Moderate
8070,3712,6,80,110,100yr5035,100yr6030,Hard,Firm,Plastic," "," "," ",Few,Inped," ","Very fine",Moderate,Platy,Pseudo,Coarse," "," "," "," "," ",Moderate
8071,3714,1,0,9,100yr3020,100yr4020,Hard,Friable,Plastic,Slightly," "," ",Common,Exped,Random,"Very fine",Moderate,Granular," ","Very fine"," "," "," "," "," ","Very weak"
8072,3714,2,9,14,100yr3525," "," ",Friable,Plastic,Slightly," "," ",Common,Exped,Horizontal,Fine,Moderate,"Sub-angular blocky"," ",Fine," "," "," "," "," ",Moderate
8073,3714,3,14,32,100yr5540," "," ",Friable,Plastic,Slightly," "," ",Common," ",Horizontal,Medium,"Weak to moderate","Angular blocky"," ",Fine," "," "," "," "," ",Strong
8074,3714,4,32,38,100yr5025," "," ",Friable,Plastic,Slightly," "," ",Few," ",Horizontal,Fine,"Weak to moderate","Sub-angular blocky"," ","Very fine to fine"," "," "," "," "," ",Strong
8075,3714,5,38,65,100yr5540," "," ",Friable,Plastic,Slightly," "," ",Few," ",Random,"Very fine",Weak,Platy,Pseudo,Coarse," "," "," "," "," ",Strong
8076,3714,6,65,100,100yr5540,100yr6020," ",Friable,Plastic,Slightly," "," ","Very few"," ",Random,"Very fine",Moderate,Platy,Pseudo,Coarse," "," "," "," "," ",Strong
8077,3715,1,0,12,100yr2010,100yr3015,"Very hard",Friable,Plastic,Slightly," "," ",Common," ",Random,"Very fine",Weak,Granular," ",Fine," "," "," "," "," "," "
8078,3715,2,12,20,100yr3025," "," ",Friable,Plastic,Slightly," "," ",Common," ",Horizontal,"Very fine","Weak to moderate","Sub-angular blocky"," ","Very fine to fine"," "," "," "," "," "," "
8079,3715,3,20,40,100yr4030," "," ",Friable,Slightly,Slightly,Few,Fine,Common," ",Horizontal,"Very fine","Very weak","Sub-angular blocky"," ","Very fine to fine"," "," "," "," "," ",Weak
8080,3715,4,40,65,100yr5035," "," ",Friable,Plastic,Slightly,Few,Fine,Few," ",Oblique,"Very fine",Weak,"Sub-angular blocky"," ",Medium," "," "," "," "," ",Strong
8081,3715,5,65,100,100yr5040,100yr7030," ",Firm,Plastic,Slightly,Few,Fine,"Very few"," ",Oblique,"Very fine",Strong,Platy,Pseudo,Coarse," "," "," "," "," ",Strong
8082,3716,1,0,20,100yr2010,100yr3010,"Very hard"," ",Plastic,Slightly," "," "," "," "," "," ",Moderate,Granular," ","Very fine to fine"," "," "," "," "," ",Weak
8083,3716,2,20,28,100yr2010," "," "," ",Plastic,Slightly," "," "," "," "," "," ",Moderate,Granular," ","Very fine to fine"," "," "," "," "," ",Moderate
8084,3716,3,28,36,100yr3520," "," "," ",Plastic,Slightly," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Strong
8085,3716,4,36,44,100yr6040," "," "," ",Plastic,Slightly," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Strong
8086,3716,5,44,70,100yr5540," "," "," ",Plastic,Slightly,Common,Fine," "," "," "," ","Very weak",Platy,Pseudo,"Fine to medium"," "," "," "," "," ",Strong
8087,3716,6,70,90,100yr4030," "," "," ",Plastic,Slightly,Many,Fine," "," "," "," ",Moderate,Platy,Pseudo,Coarse," "," "," "," "," ",Strong
8088,3716,7,90,120,100yr7060,100yr3040," "," ",Nonplastic,Nonsticky," "," "," "," "," "," ","Moderate to strong"," ",Laminated," "," "," "," "," "," ",Moderate
8089,3718,1,0,21,100yr2510,100yr3010,Soft,"Very friable",Nonplastic,Nonsticky," "," ","Very few"," ",Vertical,"Very fine",None,"Single grained",Stratified," "," "," "," "," "," "," "
8090,3718,2,21,30,100yr3010,100yr3030,Soft,"Very friable",Nonplastic,Nonsticky," "," ","Very few"," ",Vertical,"Very fine",None,"Single grained",Stratified," "," "," "," "," "," "," "
8091,3718,3,30,57,100yr3030,075yr3520,Soft,"Very friable",Nonplastic,Nonsticky,Common,Fine,"Very few"," ",Vertical,"Very fine",None,"Single grained",Stratified," "," "," "," "," "," "," "
8092,3718,4,57,87,100yr4535,100yr1050,Soft,"Very friable",Nonplastic,Nonsticky,Common,Fine,"Very few"," ",Vertical,"Very fine",None,"Single grained",Stratified," "," "," "," "," "," ",Weak
8093,3718,5,87,110,100yr5045,100yr5045,Soft,"Very friable",Nonplastic,Nonsticky,Common,Fine,"Very few"," "," "," ",None,"Single grained",Stratified," "," "," "," "," "," ",Moderate
8094,3718,6,110,125,"025y 3020",100yr6015,"Very hard",Firm,"Very plastic","Very sticky"," "," "," "," "," "," ","Moderate to strong","Sub-angular blocky",Stratified,Medium," "," "," "," "," ",Moderate
8095,3719,1,16,10,050yr2520," ",Loose,Loose,Nonplastic,Nonsticky," "," ",Many,Exped,Random,Medium,None," "," "," "," "," "," "," "," ",Moderate
8096,3719,2,10,0,050yr2510," ","Slightly hard","Very friable",Slightly,Sticky," "," ",Common,Exped,Horizontal,"Very fine",Weak,Granular," ","Fine to medium"," "," "," "," "," ",Moderate
8097,3719,3,0,30,100yr2510," ","Slightly hard",Friable,Plastic,Sticky," "," ",Few,Inped,Vertical,"Very fine","Weak to moderate",Platy," ","Medium to coarse"," "," "," "," "," ",Moderate
8098,3719,4,30,40,100yr3010," ",Soft,"Very friable",Plastic,Slightly," "," ","Very few",Inped,Vertical,"Very fine","Weak to moderate",Platy," ","Medium to coarse"," "," "," "," "," ",Moderate
8099,3719,5,40,54,100yr3520," ",Soft,"Very friable",Plastic,Nonsticky,Few,Fine,"Very few",Inped,Vertical,"Very fine",Weak,"Sub-angular blocky"," ","Medium to coarse"," "," "," "," "," ",Moderate
8100,3719,6,54,100,100yr3030," ",Soft,"Very friable",Plastic,Nonsticky," ",Fine,"Very few",Inped,Vertical,"Very fine",Weak,"Sub-angular blocky"," ","Medium to coarse"," "," "," "," "," ",Moderate
8101,3720,1,0,15,100yr2010,100yr4010,"Slightly hard","Very friable",Nonplastic," "," "," ",Few,Exped,Vertical,"Very fine",Weak,Granular," ",Fine," "," "," "," "," ",Weak
8102,3720,2,15,20,100yr2515," ","Slightly hard",Friable,Nonplastic," "," "," ",Few,Exped,Vertical,"Very fine",Weak,Granular," ",Fine," "," "," "," "," ",Moderate
8103,3720,3,20,65,100yr3030,100yr3020,Soft,Friable,Nonplastic," ",Few,Fine,Few,Exped,Vertical,"Very fine",None,Massive," "," "," "," "," "," "," ",Moderate
8104,3720,4,65,110,100yr5030," ",Soft,Friable,Nonplastic," ",Few,Fine,Few,Exped,Vertical,"Very fine",None,Massive," "," "," "," "," "," "," ",Moderate
8105,3720,5,110,140,"025y 5020","025y 4020","Slightly hard",Friable,Nonplastic," ",Many,Coarse," "," "," "," ",Weak,"Angular blocky",Stratified,"Very fine to fine"," "," "," "," "," ",Moderate
8106,3721,1,0,18,100yr2010,100yr4015,"Slightly hard",Firm,Plastic," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," ","Very weak"
8107,3721,2,18,22,100yr3020," "," ",Friable,Plastic," "," "," "," "," "," "," ",Weak,"Angular blocky"," ",Fine," "," "," "," "," ",Weak
8108,3721,3,22,30,100yr5030," "," ",Friable,Plastic," ",Few,Fine," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Moderate
8109,3721,4,30,45,100yr6020," "," ",Friable,Nonplastic," ",Few,Medium," "," "," "," ","Weak to moderate",Platy," ",Fine," "," "," "," "," ",Strong
8110,3721,5,45,60,100yr60," "," ",Friable,Slightly," ",Common,Medium," "," "," "," ",Weak,Platy," ",Fine," "," "," "," "," ",Strong
8111,3721,6,60,80,100," "," ",Friable,Plastic," ",Common,Medium," "," "," "," ","Moderate to strong",Platy," ","Fine to medium"," "," "," "," "," ",Strong
8112,3721,7,80,100,100yr," "," ",Loose,Nonplastic," ",Few," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Strong
